StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,IDs_1,IDs_2,Cont_Timer_First Click,Cont_Timer_Last Click,Cont_Timer_Page Submit,Cont_Timer_Click Count,KM_P_1,KM_P_2,KM_P_3,KM_P_10,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,PPI_5,PPI_7,PPI_8,PPRM_DO,SEP_Pre_1,SEP_Pre_2,SEP_Pre_3,SEP_Pre_DO,IOS_Pre,AttCheck,AttCheck_DO,PrevExp,FL_12_DO,"++KAMMUSTwoZickfeldetal.,2019_DO"
11/19/2022 12:59,11/19/2022 13:10,0,129.215.52.229,100,702,1,11/19/2022 13:10,R_24oSGbFKIq1uOw5,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2048,1096,0,0,209.595,0,1,1,1,1,1,1,1,1,1,6,1,2,KM_P_2|KM_P_7|KM_P_9|KM_P_3|KM_P_1|KM_P_12|KM_P_5|KM_P_10|KM_P_11|KM_P_6|KM_P_8|KM_P_4,1,1,1,2,3|1|2|4,1,1,1,1,1|3|4|2,6,4,1,1,2|1|3,5,5,5,PPI_5|PPI_7|PPI_8,7,7,1,1|2|3,7,7,3|4|2|7|9|5|6,1,"IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_PA|KM_CSR|KM_P|KM_P|KM_L
11/21/2022 16:59,11/21/2022 17:05,0,129.215.52.229,100,365,1,11/21/2022 17:05,R_1o7vFxf36Pqizm6,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2116,1232,0,0,207.294,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_5|KM_P_2|KM_P_11|KM_P_8|KM_P_9|KM_P_6|KM_P_10|KM_P_7|KM_P_1|KM_P_12|KM_P_3|KM_P_4,1,1,1,1,4|1|3|2,1,1,4,1,4|2|3|1,4,1,1,1,2|1|3,5,5,5,PPI_7|PPI_5|PPI_8,7,7,1,2|3|1,6,7,9|4|3|5|7|2|6,1,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_PA|KM_L|KM_P|KM_P|KM_CSR
11/21/2022 16:59,11/21/2022 17:05,0,129.215.52.167,100,362,1,11/21/2022 17:05,R_2qrs1IlvRTUAjsO,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2116,1231,207.375,207.375,208.571,1,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_9|KM_P_12|KM_P_4|KM_P_5|KM_P_10|KM_P_3|KM_P_7|KM_P_6|KM_P_11|KM_P_1|KM_P_2|KM_P_8,1,1,1,1,4|2|1|3,1,1,1,1,3|4|2|1,4,2,1,1,2|1|3,5,5,5,PPI_5|PPI_7|PPI_8,7,7,1,1|3|2,5,7,7|9|4|3|5|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_L|KM_CSR|KM_P|KM_PA|KM_P
11/28/2022 16:00,11/28/2022 16:04,0,129.215.52.167,100,221,1,11/28/2022 16:04,R_3lsFFYukiWPWw5M,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2098,1196,0,0,57.928,0,,,,,,,,1,,,,,KM_P_7|KM_P_6|KM_P_3|KM_P_11|KM_P_2|KM_P_12|KM_P_5|KM_P_1|KM_P_10|KM_P_9|KM_P_8|KM_P_4,,,,5,3|2|1|4,,,,4,3|1|2|4,,,,,2|1|3,,,,PPI_7|PPI_8|PPI_5,,,,3|2|1,,,9|7|2|3|5|4|6,,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_PA|KM_L|KM_P|KM_P|KM_CSR
11/28/2022 16:00,11/28/2022 16:11,0,129.215.52.229,100,655,1,11/28/2022 16:11,R_2YPblL0hmkNWytL,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2098,1195,0,0,220.742,0,1,1,1,1,1,1,1,1,1,2,1,1,KM_P_9|KM_P_6|KM_P_7|KM_P_2|KM_P_3|KM_P_5|KM_P_11|KM_P_10|KM_P_8|KM_P_12|KM_P_4|KM_P_1,1,1,1,1,4|1|3|2,2,1,1,1,1|4|3|2,3,2,1,1,1|2|3,5,5,5,PPI_7|PPI_5|PPI_8,6,6,1,1|2|3,6,7,4|5|2|3|9|7|6,1,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_PA|KM_P|KM_L|KM_CSR
11/28/2022 16:04,11/28/2022 16:11,0,129.215.52.167,100,428,1,11/28/2022 16:11,R_1Ed1e9zuClOb28U,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2098,1196,0,0,255.569,0,1,1,1,1,1,1,1,1,1,4,1,1,KM_P_8|KM_P_7|KM_P_11|KM_P_3|KM_P_5|KM_P_9|KM_P_10|KM_P_2|KM_P_1|KM_P_4|KM_P_6|KM_P_12,1,1,1,1,3|1|4|2,1,1,1,1,4|3|1|2,1,1,1,1,1|2|3,4,5,4,PPI_5|PPI_7|PPI_8,5,6,2,2|1|3,4,7,3|2|5|4|7|9|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_PA|KM_P|KM_L|KM_P|KM_CSR
12/2/2022 11:54,12/2/2022 12:09,0,129.215.52.167,100,911,1,12/2/2022 12:09,R_2wa8MlD6F0iEvHc,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2100,1199,0,0,212.888,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_8|KM_P_7|KM_P_3|KM_P_9|KM_P_2|KM_P_4|KM_P_6|KM_P_12|KM_P_5|KM_P_10|KM_P_11|KM_P_1,1,1,1,2,4|3|2|1,1,1,1,1,1|4|3|2,1,1,1,1,2|1|3,5,5,5,PPI_8|PPI_7|PPI_5,7,7,1,3|1|2,5,7,7|9|3|4|5|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_PA|KM_L|KM_CSR|KM_P|KM_P
12/2/2022 11:53,12/2/2022 12:10,0,129.215.52.229,100,996,1,12/2/2022 12:10,R_1DGaCKH9EFXADAN,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2100,1200,0,0,207.298,0,1,1,1,1,2,2,1,1,1,5,2,1,KM_P_12|KM_P_1|KM_P_4|KM_P_5|KM_P_7|KM_P_3|KM_P_2|KM_P_6|KM_P_8|KM_P_9|KM_P_10|KM_P_11,1,1,1,1,3|4|2|1,1,1,1,1,4|1|2|3,4,3,1,2,1|3|2,5,5,5,PPI_7|PPI_5|PPI_8,7,7,1,2|3|1,4,7,3|4|5|7|2|9|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_PA|KM_L|KM_P|KM_P|KM_CSR
12/2/2022 16:29,12/2/2022 16:37,0,129.215.52.167,100,476,1,12/2/2022 16:37,R_3QLXwFmI1WhNfwz,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2074,1147,0,0,208.166,0,1,1,1,1,1,1,1,1,1,2,2,1,KM_P_12|KM_P_5|KM_P_9|KM_P_10|KM_P_11|KM_P_2|KM_P_8|KM_P_7|KM_P_4|KM_P_3|KM_P_6|KM_P_1,1,1,1,1,4|1|2|3,1,1,1,1,2|4|3|1,2,2,1,1,2|3|1,4,5,4,PPI_5|PPI_8|PPI_7,6,6,2,1|2|3,3,7,5|4|9|3|7|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_P|KM_L|KM_P|KM_CSR|KM_PA
12/2/2022 16:28,12/2/2022 16:39,0,129.215.52.229,100,654,1,12/2/2022 16:39,R_0N6LNl3RRQINj7b,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2074,1148,0,0,212.8,0,2,1,1,2,4,3,1,2,3,1,1,1,KM_P_2|KM_P_1|KM_P_9|KM_P_6|KM_P_12|KM_P_5|KM_P_3|KM_P_11|KM_P_4|KM_P_8|KM_P_7|KM_P_10,2,1,1,2,3|2|4|1,1,2,1,1,4|3|1|2,5,4,2,2,2|3|1,4,4,4,PPI_7|PPI_8|PPI_5,6,6,1,2|1|3,4,7,3|7|9|5|2|4|6,1,"IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_PA|KM_L|KM_P|KM_CSR|KM_P
12/3/2022 10:51,12/3/2022 11:17,0,129.215.52.229,100,1567,1,12/3/2022 11:17,R_xns0snIdd6keq5j,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2004,1008,0,0,216.642,0,6,2,5,1,5,5,1,5,1,6,5,1,KM_P_1|KM_P_11|KM_P_5|KM_P_10|KM_P_6|KM_P_7|KM_P_2|KM_P_4|KM_P_9|KM_P_3|KM_P_12|KM_P_8,6,6,6,6,3|4|2|1,6,6,6,6,2|1|3|4,6,5,6,5,2|3|1,5,5,5,PPI_5|PPI_8|PPI_7,7,7,1,2|3|1,6,7,2|4|7|9|3|5|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_CSR|KM_P|KM_P|KM_PA|KM_L
12/3/2022 10:50,12/3/2022 11:18,0,129.215.52.167,100,1651,1,12/3/2022 11:18,R_1DUzXbodo1ntz4y,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2004,1007,0,0,211.885,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_7|KM_P_12|KM_P_2|KM_P_5|KM_P_8|KM_P_1|KM_P_11|KM_P_10|KM_P_6|KM_P_9|KM_P_3|KM_P_4,1,1,1,1,1|3|2|4,1,1,1,1,4|3|2|1,4,1,1,1,1|3|2,4,5,5,PPI_7|PPI_5|PPI_8,6,6,3,3|1|2,5,7,4|5|3|2|7|9|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_P|KM_P|KM_PA|KM_CSR|KM_L
12/8/2022 15:56,12/8/2022 16:10,0,129.215.52.167,100,873,1,12/8/2022 16:10,R_1jrGMHidxnXhI3R,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2088,1175,0,0,213.787,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_11|KM_P_8|KM_P_4|KM_P_6|KM_P_5|KM_P_9|KM_P_1|KM_P_7|KM_P_10|KM_P_2|KM_P_3|KM_P_12,1,1,1,1,2|3|4|1,1,1,1,1,3|2|4|1,4,1,1,1,3|1|2,5,5,5,PPI_7|PPI_5|PPI_8,7,7,1,2|1|3,5,7,5|9|2|7|4|3|6,1,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_CSR|KM_PA|KM_L|KM_P
12/8/2022 15:47,12/8/2022 16:12,0,129.215.52.229,100,1517,1,12/8/2022 16:12,R_1K9pir8VwxCEYLU,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2088,1176,0,0,213.763,0,1,1,5,3,1,2,1,1,1,5,4,1,KM_P_2|KM_P_3|KM_P_9|KM_P_5|KM_P_11|KM_P_8|KM_P_4|KM_P_7|KM_P_10|KM_P_12|KM_P_6|KM_P_1,2,1,1,1,4|1|3|2,1,1,1,1,1|2|3|4,6,6,5,3,2|3|1,5,5,5,PPI_8|PPI_7|PPI_5,7,7,1,2|3|1,6,7,7|2|9|4|3|5|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_L|KM_CSR|KM_P|KM_P|KM_PA
1/24/2023 16:07,1/24/2023 16:14,0,129.215.52.7,100,406,1,1/24/2023 16:14,R_1SbsLUpHqLvMHKx,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2012,1023,0,0,210.597,0,5,1,5,3,3,5,5,5,2,5,4,4,KM_P_2|KM_P_7|KM_P_8|KM_P_12|KM_P_4|KM_P_6|KM_P_1|KM_P_3|KM_P_5|KM_P_11|KM_P_9|KM_P_10,2,1,1,2,1|4|3|2,4,4,4,4,3|1|4|2,4,1,1,1,1|2|3,5,5,5,PPI_5|PPI_8|PPI_7,6,6,1,3|2|1,5,7,9|5|7|2|3|4|6,1,"IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_PA|KM_L|KM_CSR|KM_P|KM_P
1/24/2023 16:07,1/24/2023 16:14,0,129.215.52.12,100,467,1,1/24/2023 16:14,R_SCttsFz7NrdYWCl,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2012,1024,26.959,26.959,222.627,1,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_12|KM_P_10|KM_P_8|KM_P_1|KM_P_11|KM_P_4|KM_P_5|KM_P_6|KM_P_9|KM_P_7|KM_P_2|KM_P_3,1,1,1,1,3|4|2|1,1,1,1,1,2|3|1|4,2,1,1,1,3|1|2,5,5,5,PPI_8|PPI_5|PPI_7,6,7,2,1|2|3,5,7,5|4|2|3|9|7|6,1,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_CSR|KM_P|KM_P|KM_L|KM_PA
1/25/2023 11:58,1/25/2023 12:05,0,129.215.52.7,100,395,1,1/25/2023 12:05,R_1JOrjt7xim5chWP,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2002,1003,0,0,210.297,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_6|KM_P_9|KM_P_1|KM_P_5|KM_P_2|KM_P_4|KM_P_10|KM_P_3|KM_P_11|KM_P_12|KM_P_7|KM_P_8,1,1,1,1,4|2|3|1,1,1,1,1,2|3|1|4,4,1,1,1,2|1|3,5,5,5,PPI_5|PPI_7|PPI_8,6,6,2,2|3|1,4,7,7|9|4|5|2|3|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_P|KM_PA|KM_L|KM_CSR
1/25/2023 11:58,1/25/2023 12:07,0,129.215.52.12,100,548,1,1/25/2023 12:07,R_3F7fCyShRiE9vGx,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2002,1004,55.525,55.525,213.328,1,1,1,1,1,1,1,1,1,1,5,1,1,KM_P_12|KM_P_7|KM_P_8|KM_P_6|KM_P_4|KM_P_9|KM_P_2|KM_P_1|KM_P_5|KM_P_11|KM_P_10|KM_P_3,1,1,1,1,4|3|2|1,1,1,3,1,1|2|4|3,4,3,1,1,3|1|2,4,5,5,PPI_5|PPI_7|PPI_8,6,7,1,1|3|2,6,7,7|5|2|4|3|9|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_L|KM_P|KM_PA|KM_CSR|KM_P
1/27/2023 10:48,1/27/2023 11:12,0,129.215.52.7,100,1396,1,1/27/2023 11:12,R_24N2PN0M6vtFg1K,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2034,1067,0,0,217.508,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_2|KM_P_8|KM_P_9|KM_P_12|KM_P_6|KM_P_10|KM_P_1|KM_P_5|KM_P_4|KM_P_3|KM_P_7|KM_P_11,1,1,1,1,4|2|1|3,1,1,1,1,2|1|3|4,2,1,1,1,3|1|2,4,4,4,PPI_5|PPI_7|PPI_8,6,7,1,2|3|1,4,7,4|7|5|9|3|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_L|KM_P|KM_PA|KM_P|KM_CSR
1/27/2023 10:39,1/27/2023 11:15,0,129.215.52.12,100,2152,1,1/27/2023 11:15,R_6qTSracWh8OTwhX,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2034,1068,0,0,211.071,0,2,2,3,3,3,3,2,2,3,5,5,4,KM_P_6|KM_P_7|KM_P_3|KM_P_10|KM_P_12|KM_P_11|KM_P_1|KM_P_5|KM_P_4|KM_P_8|KM_P_2|KM_P_9,4,4,4,4,3|4|2|1,5,3,4,3,2|1|4|3,5,4,3,2,3|2|1,5,4,5,PPI_5|PPI_8|PPI_7,7,6,1,3|1|2,6,7,9|5|7|3|2|4|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)",KM_CSR|KM_P|KM_P|KM_PA|KM_L
1/27/2023 15:11,1/27/2023 15:23,0,129.215.52.12,100,717,1,1/27/2023 15:23,R_PGkJ0RcPvKS7gaJ,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2096,1192,0,0,209.991,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_2|KM_P_12|KM_P_7|KM_P_5|KM_P_11|KM_P_10|KM_P_3|KM_P_6|KM_P_8|KM_P_4|KM_P_9|KM_P_1,1,1,1,1,1|3|2|4,1,1,1,1,1|4|3|2,3,2,1,1,1|3|2,5,5,5,PPI_5|PPI_8|PPI_7,7,7,1,2|3|1,5,7,7|3|9|4|2|5|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)",KM_P|KM_P|KM_PA|KM_L|KM_CSR
1/27/2023 15:13,1/27/2023 15:26,0,129.215.52.7,100,759,1,1/27/2023 15:26,R_2TZd82kf0ABaXwV,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2096,1191,0,0,213.141,0,1,1,1,1,1,1,1,1,1,4,2,1,KM_P_3|KM_P_6|KM_P_11|KM_P_12|KM_P_2|KM_P_4|KM_P_9|KM_P_8|KM_P_5|KM_P_10|KM_P_7|KM_P_1,1,1,1,1,4|3|2|1,2,2,3,1,3|1|4|2,3,2,1,1,1|2|3,5,5,5,PPI_7|PPI_5|PPI_8,7,7,1,1|2|3,6,7,3|4|2|9|5|7|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_P|KM_PA|KM_L|KM_CSR|KM_P
1/30/2023 17:04,1/30/2023 17:11,0,129.215.52.7,100,407,1,1/30/2023 17:11,R_0MX4fPDJC8sg4G5,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2052,1103,0,0,210.761,0,1,1,1,1,1,1,1,1,1,2,1,1,KM_P_3|KM_P_2|KM_P_6|KM_P_1|KM_P_7|KM_P_10|KM_P_5|KM_P_9|KM_P_8|KM_P_11|KM_P_12|KM_P_4,1,1,1,1,2|3|1|4,1,1,1,1,3|2|1|4,3,1,1,1,2|3|1,5,5,5,PPI_8|PPI_7|PPI_5,5,4,3,2|3|1,5,7,9|2|5|4|3|7|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_P|KM_PA|KM_L|KM_P|KM_CSR
1/30/2023 17:04,1/30/2023 17:16,0,129.215.52.12,100,749,1,1/30/2023 17:16,R_2w0n9Vn0kF1Iptg,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2052,1104,0,0,213.646,0,3,1,2,1,2,5,2,4,2,6,4,2,KM_P_1|KM_P_9|KM_P_8|KM_P_11|KM_P_3|KM_P_4|KM_P_12|KM_P_6|KM_P_5|KM_P_2|KM_P_10|KM_P_7,2,3,2,5,1|2|3|4,2,2,2,2,2|1|3|4,4,4,2,2,1|2|3,5,5,5,PPI_5|PPI_7|PPI_8,7,6,1,2|1|3,6,7,5|4|2|9|3|7|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_PA|KM_L|KM_CSR|KM_P|KM_P
1/31/2023 13:31,1/31/2023 14:09,0,129.215.52.12,100,2328,1,1/31/2023 14:09,R_3ESg6kKa23zQBy6,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2110,1220,0,0,206.936,0,1,1,1,1,3,1,1,1,1,4,1,1,KM_P_8|KM_P_4|KM_P_9|KM_P_10|KM_P_7|KM_P_11|KM_P_3|KM_P_1|KM_P_6|KM_P_12|KM_P_2|KM_P_5,1,1,1,1,4|3|2|1,2,2,2,2,1|3|4|2,4,1,1,1,3|2|1,5,5,5,PPI_8|PPI_7|PPI_5,7,7,1,1|3|2,4,7,3|5|7|9|2|4|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_P|KM_L|KM_PA|KM_P|KM_CSR
