StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,IDs_1,IDs_2,Cont_Timer_First Click,Cont_Timer_Last Click,Cont_Timer_Page Submit,Cont_Timer_Click Count,KM_P_1,KM_P_2,KM_P_3,KM_P_10,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,PPI_5,PPI_7,PPI_8,PPRM_DO,SEP_Pre_1,SEP_Pre_2,SEP_Pre_3,SEP_Pre_DO,IOS_Pre,AttCheck,AttCheck_DO,PrevExp,FL_12_DO,"++KAMMUSTwoZickfeldetal.,2019_DO"
1/31/2023 13:30,1/31/2023 14:13,0,129.215.52.7,100,2593,1,1/31/2023 14:14,R_9EpT9ckdoa4uMWB,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2110,1219,0,0,210.249,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_3|KM_P_10|KM_P_7|KM_P_11|KM_P_6|KM_P_12|KM_P_9|KM_P_2|KM_P_1|KM_P_4|KM_P_5|KM_P_8,1,1,1,1,2|4|3|1,4,1,1,1,1|4|3|2,1,1,1,1,2|3|1,5,5,5,PPI_8|PPI_5|PPI_7,7,7,1,2|3|1,4,7,7|5|3|4|9|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_P|KM_CSR|KM_PA|KM_L|KM_P
1/31/2023 16:08,1/31/2023 16:17,0,129.215.52.12,100,538,1,1/31/2023 16:17,R_2qksPTt6GwwPrPX,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2084,1168,151.825,151.825,210.087,1,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_7|KM_P_4|KM_P_12|KM_P_3|KM_P_9|KM_P_8|KM_P_1|KM_P_11|KM_P_5|KM_P_2|KM_P_6|KM_P_10,1,1,2,1,1|2|3|4,1,1,1,2,4|2|3|1,1,1,1,1,1|2|3,5,4,5,PPI_5|PPI_7|PPI_8,5,6,2,1|3|2,6,7,4|2|5|7|9|3|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_P|KM_CSR|KM_PA|KM_L|KM_P
1/31/2023 16:08,1/31/2023 16:18,0,129.215.52.7,100,603,1,1/31/2023 16:18,R_VUOi7n6AXZuYvg5,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2084,1167,0,0,225.894,0,1,1,1,1,1,1,1,1,1,1,1,2,KM_P_8|KM_P_1|KM_P_10|KM_P_5|KM_P_7|KM_P_11|KM_P_12|KM_P_2|KM_P_9|KM_P_4|KM_P_3|KM_P_6,1,1,1,1,4|2|1|3,1,1,1,1,2|1|3|4,3,1,2,1,2|3|1,5,5,5,PPI_8|PPI_5|PPI_7,7,7,2,2|3|1,6,7,2|7|9|3|5|4|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)",KM_PA|KM_P|KM_L|KM_P|KM_CSR
2/4/2023 11:01,2/4/2023 11:14,0,129.215.52.7,100,778,1,2/4/2023 11:14,R_bDYFUzq3WF88ug9,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2062,1124,0,0,233.587,0,1,1,1,1,3,1,1,1,1,6,2,2,KM_P_7|KM_P_6|KM_P_11|KM_P_8|KM_P_9|KM_P_2|KM_P_1|KM_P_5|KM_P_10|KM_P_4|KM_P_12|KM_P_3,1,1,1,1,1|4|2|3,2,3,2,2,2|4|3|1,4,4,2,1,2|3|1,5,5,5,PPI_7|PPI_5|PPI_8,7,7,1,2|1|3,4,7,9|3|2|7|4|5|6,1,"IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_P|KM_CSR|KM_PA|KM_L|KM_P
2/4/2023 10:59,2/4/2023 11:16,0,129.215.52.12,100,982,1,2/4/2023 11:16,R_2YmnthlMEaLPu9i,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2062,1123,0,0,217.426,0,1,1,1,1,7,7,1,4,1,6,4,4,KM_P_10|KM_P_4|KM_P_3|KM_P_6|KM_P_12|KM_P_11|KM_P_7|KM_P_2|KM_P_9|KM_P_1|KM_P_5|KM_P_8,5,5,6,5,3|2|1|4,4,4,5,5,1|4|2|3,4,6,6,6,2|3|1,5,5,5,PPI_5|PPI_7|PPI_8,7,7,1,3|2|1,6,7,5|9|7|2|4|3|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_PA|KM_P|KM_CSR|KM_P|KM_L
2/4/2023 13:07,2/4/2023 13:18,0,129.215.52.12,100,679,1,2/4/2023 13:18,R_28UI8JrytKXr5tA,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2126,1251,13.343,13.343,219.721,1,1,1,1,5,1,1,1,1,1,7,2,1,KM_P_9|KM_P_6|KM_P_4|KM_P_3|KM_P_8|KM_P_10|KM_P_12|KM_P_1|KM_P_2|KM_P_7|KM_P_5|KM_P_11,1,1,1,1,3|1|2|4,1,1,1,1,2|1|3|4,7,4,1,1,1|2|3,5,4,5,PPI_7|PPI_5|PPI_8,7,6,1,1|2|3,5,7,4|3|7|2|5|9|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_PA|KM_L|KM_CSR|KM_P
2/4/2023 13:06,2/4/2023 13:21,0,129.215.52.7,100,936,1,2/4/2023 13:21,R_25zKM1irCkig8qi,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2126,1252,0,0,239.948,0,1,1,1,1,1,1,1,1,1,5,1,1,KM_P_8|KM_P_3|KM_P_9|KM_P_6|KM_P_4|KM_P_1|KM_P_7|KM_P_10|KM_P_5|KM_P_12|KM_P_11|KM_P_2,1,1,1,1,3|1|4|2,2,1,1,1,2|4|3|1,5,3,1,1,3|1|2,5,5,5,PPI_8|PPI_5|PPI_7,7,7,1,2|1|3,5,7,7|3|2|5|4|9|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_L|KM_PA|KM_CSR|KM_P|KM_P
2/6/2023 16:03,2/6/2023 16:22,0,129.215.52.12,100,1106,1,2/6/2023 16:22,R_1FfcmVBa5Qe1j3h,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2114,1228,0,0,210.972,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_8|KM_P_6|KM_P_9|KM_P_2|KM_P_5|KM_P_3|KM_P_10|KM_P_11|KM_P_7|KM_P_4|KM_P_1|KM_P_12,1,1,1,1,2|1|4|3,1,1,1,1,3|2|1|4,4,1,1,1,2|1|3,5,5,5,PPI_8|PPI_7|PPI_5,6,7,1,1|3|2,3,7,3|5|7|4|2|9|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)",KM_PA|KM_CSR|KM_P|KM_P|KM_L
2/6/2023 16:14,2/6/2023 16:23,0,129.215.52.7,100,541,1,2/6/2023 16:23,R_2zXZysdssa1ESus,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2114,1227,0,0,210.69,0,1,1,1,1,1,1,1,1,1,4,1,1,KM_P_1|KM_P_4|KM_P_12|KM_P_6|KM_P_10|KM_P_9|KM_P_5|KM_P_8|KM_P_3|KM_P_7|KM_P_11|KM_P_2,1,1,1,1,4|2|3|1,1,1,1,1,2|4|1|3,2,1,1,1,2|3|1,5,5,5,PPI_8|PPI_5|PPI_7,6,6,1,3|1|2,5,7,3|9|4|2|7|5|6,1,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_CSR|KM_PA|KM_P|KM_L
2/11/2023 11:59,2/11/2023 12:13,0,129.215.52.12,100,812,1,2/11/2023 12:13,R_2WvwocjweWhpplg,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2130,1259,0,0,220.055,0,1,1,1,1,2,1,1,1,1,2,1,1,KM_P_2|KM_P_1|KM_P_5|KM_P_11|KM_P_9|KM_P_10|KM_P_3|KM_P_6|KM_P_4|KM_P_7|KM_P_12|KM_P_8,1,1,1,1,2|4|3|1,1,1,1,1,3|1|2|4,2,1,1,1,1|2|3,5,5,4,PPI_5|PPI_8|PPI_7,6,6,2,2|1|3,4,7,2|7|4|9|5|3|6,1,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_CSR|KM_PA|KM_L|KM_P
2/11/2023 12:01,2/11/2023 12:14,0,129.215.52.7,100,775,1,2/11/2023 12:14,R_10AGSM0t3m5cLmL,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2130,1260,0,0,219.57,0,1,1,1,1,1,1,1,1,1,4,1,1,KM_P_10|KM_P_9|KM_P_6|KM_P_7|KM_P_3|KM_P_11|KM_P_5|KM_P_8|KM_P_4|KM_P_2|KM_P_12|KM_P_1,1,1,1,1,4|1|3|2,1,1,1,1,4|2|1|3,4,1,1,1,2|3|1,5,5,5,PPI_8|PPI_5|PPI_7,5,7,2,3|1|2,4,7,7|5|9|4|2|3|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_PA|KM_CSR|KM_P|KM_L|KM_P
2/13/2023 11:51,2/13/2023 12:14,0,129.215.52.7,100,1340,1,2/13/2023 12:14,R_DwLQfIB74hXZQ2d,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2132,1264,0,0,213.084,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_3|KM_P_4|KM_P_1|KM_P_2|KM_P_8|KM_P_7|KM_P_9|KM_P_5|KM_P_10|KM_P_11|KM_P_6|KM_P_12,1,1,1,1,3|4|1|2,1,1,3,1,2|4|1|3,4,1,1,1,3|1|2,5,5,5,PPI_8|PPI_5|PPI_7,6,6,2,3|2|1,4,7,4|7|3|9|2|5|6,1,"IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_P|KM_P|KM_L|KM_PA|KM_CSR
2/13/2023 11:49,2/13/2023 12:14,0,129.215.52.12,100,1507,1,2/13/2023 12:14,R_3fvLqQIKlunveUV,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2132,1263,0,0,226.684,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_3|KM_P_5|KM_P_1|KM_P_4|KM_P_7|KM_P_9|KM_P_10|KM_P_12|KM_P_6|KM_P_11|KM_P_8|KM_P_2,1,1,1,1,1|3|4|2,1,1,1,1,2|1|3|4,4,1,1,1,1|3|2,4,4,4,PPI_5|PPI_8|PPI_7,5,5,2,3|2|1,6,7,4|7|3|2|5|9|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)",KM_PA|KM_P|KM_P|KM_L|KM_CSR
2/14/2023 10:53,2/14/2023 11:13,0,129.215.52.7,100,1203,1,2/14/2023 11:13,R_3EoHw5RJMwoOCHA,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2154,1308,0,0,209.003,0,1,1,1,1,1,1,1,1,1,2,1,1,KM_P_10|KM_P_2|KM_P_1|KM_P_5|KM_P_3|KM_P_11|KM_P_4|KM_P_8|KM_P_12|KM_P_6|KM_P_7|KM_P_9,1,1,1,1,2|4|1|3,1,1,1,1,2|4|1|3,4,1,1,1,1|3|2,5,5,5,PPI_5|PPI_7|PPI_8,7,7,1,1|3|2,6,7,7|5|4|9|3|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_CSR|KM_P|KM_L|KM_PA|KM_P
2/14/2023 10:51,2/14/2023 11:14,0,129.215.52.12,100,1412,1,2/14/2023 11:14,R_3HFZVurHg6CupAN,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2154,1307,0,0,212.494,0,1,1,1,1,1,1,1,1,1,3,1,1,KM_P_2|KM_P_10|KM_P_5|KM_P_3|KM_P_12|KM_P_9|KM_P_7|KM_P_11|KM_P_6|KM_P_8|KM_P_4|KM_P_1,1,1,1,1,1|3|2|4,1,1,1,1,3|4|1|2,4,1,1,1,3|1|2,5,5,5,PPI_8|PPI_7|PPI_5,7,6,1,2|3|1,5,7,3|4|2|7|5|9|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_P|KM_PA|KM_L|KM_P|KM_CSR
2/17/2023 10:00,2/17/2023 10:01,0,129.215.52.12,100,19,1,2/17/2023 10:01,R_27WpGxe9puu1bqt,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2023 10:01,2/17/2023 10:03,0,129.215.52.12,100,118,1,2/17/2023 10:03,R_z8Uq2weCK9TEAql,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2999,1999,0,0,5.531,0,,,,,,,,,,,,,KM_P_9|KM_P_7|KM_P_1|KM_P_5|KM_P_4|KM_P_10|KM_P_6|KM_P_2|KM_P_12|KM_P_8|KM_P_11|KM_P_3,,,,,4|3|1|2,,,,,1|3|4|2,,,,,2|3|1,,,,PPI_8|PPI_5|PPI_7,,,,3|1|2,,,3|9|5|7|2|4|6,,"IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_CSR|KM_P|KM_L|KM_PA|KM_P
2/17/2023 10:06,2/17/2023 10:21,0,129.215.52.7,100,889,1,2/17/2023 10:21,R_1f7nNz0sNYPkVrH,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2168,1335,0,0,211.797,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_7|KM_P_12|KM_P_3|KM_P_8|KM_P_6|KM_P_10|KM_P_4|KM_P_2|KM_P_9|KM_P_5|KM_P_1|KM_P_11,1,1,1,1,3|1|4|2,1,1,1,1,2|4|3|1,4,5,1,1,2|3|1,5,5,5,PPI_5|PPI_7|PPI_8,6,6,2,2|3|1,6,7,5|4|2|9|3|7|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)",KM_P|KM_P|KM_L|KM_CSR|KM_PA
2/17/2023 10:03,2/17/2023 10:23,0,129.215.52.12,100,1202,1,2/17/2023 10:23,R_4USJL2EIVG5ZPyh,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2168,1336,0,0,214.514,0,1,1,1,1,1,1,1,1,1,2,1,1,KM_P_5|KM_P_10|KM_P_4|KM_P_3|KM_P_1|KM_P_9|KM_P_7|KM_P_12|KM_P_6|KM_P_2|KM_P_11|KM_P_8,1,1,1,1,4|1|3|2,1,1,1,1,2|4|3|1,2,1,1,1,2|3|1,5,5,5,PPI_7|PPI_5|PPI_8,7,7,1,3|1|2,6,7,3|7|5|9|4|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_P|KM_P|KM_L|KM_CSR|KM_PA
2/18/2023 12:59,2/18/2023 13:07,0,129.215.52.7,100,452,1,2/18/2023 13:07,R_1o0Wsyaj2VVxgLF,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2178,1355,0,0,212.929,0,1,1,1,1,1,1,1,1,1,1,1,1,KM_P_4|KM_P_5|KM_P_2|KM_P_8|KM_P_10|KM_P_7|KM_P_9|KM_P_12|KM_P_11|KM_P_1|KM_P_3|KM_P_6,1,1,1,1,4|2|3|1,1,1,1,1,4|1|2|3,3,1,1,1,1|2|3,5,5,5,PPI_8|PPI_7|PPI_5,6,6,2,3|1|2,5,7,5|3|7|9|4|2|6,1,"IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_CSR|KM_L|KM_PA|KM_P|KM_P
2/18/2023 12:59,2/18/2023 13:09,0,129.215.52.12,100,604,1,2/18/2023 13:09,R_3nNpVs2EZMmcmoS,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2178,1356,62.141,62.141,224.19,1,1,1,1,1,1,1,1,1,1,4,2,1,KM_P_5|KM_P_1|KM_P_6|KM_P_11|KM_P_12|KM_P_8|KM_P_9|KM_P_10|KM_P_7|KM_P_4|KM_P_3|KM_P_2,2,2,1,2,1|4|3|2,2,1,1,1,4|2|1|3,5,4,1,2,2|1|3,5,5,5,PPI_8|PPI_5|PPI_7,6,6,1,2|1|3,5,7,2|7|9|5|3|4|6,1,"IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_PA|KM_L|KM_P|KM_CSR
2/27/2023 12:04,2/27/2023 12:18,0,129.215.52.7,100,836,1,2/27/2023 12:18,R_bmaEnMsZzmI59pT,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2176,1352,115.457,115.457,210.298,1,1,1,1,1,1,1,1,1,1,4,1,1,KM_P_4|KM_P_5|KM_P_9|KM_P_11|KM_P_6|KM_P_8|KM_P_1|KM_P_3|KM_P_2|KM_P_10|KM_P_12|KM_P_7,1,1,1,1,3|1|2|4,1,1,1,1,4|1|3|2,2,1,1,1,3|1|2,4,5,5,PPI_5|PPI_8|PPI_7,5,5,2,3|2|1,4,7,9|7|3|5|4|2|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_P|KM_L|KM_P|KM_CSR|KM_PA
2/27/2023 12:03,2/27/2023 12:18,0,129.215.52.12,100,884,1,2/27/2023 12:18,R_2djb5H5PxFUhGUx,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2176,1351,0,0,211.299,0,1,1,1,1,2,4,1,1,1,4,2,4,KM_P_1|KM_P_9|KM_P_4|KM_P_5|KM_P_3|KM_P_2|KM_P_11|KM_P_10|KM_P_12|KM_P_6|KM_P_8|KM_P_7,3,3,2,5,4|2|1|3,1,1,1,1,1|2|3|4,5,6,3,3,1|2|3,5,5,5,PPI_5|PPI_8|PPI_7,7,7,1,3|1|2,5,7,4|9|2|7|5|3|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)",KM_PA|KM_L|KM_P|KM_CSR|KM_P
3/6/2023 11:59,3/6/2023 12:14,0,129.215.52.7,100,859,1,3/6/2023 12:14,R_1dzT26NNv8IqdfB,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2196,1391,0,0,212.782,0,1,1,1,1,4,1,1,1,1,6,4,5,KM_P_7|KM_P_11|KM_P_2|KM_P_8|KM_P_6|KM_P_5|KM_P_1|KM_P_3|KM_P_10|KM_P_9|KM_P_12|KM_P_4,3,1,1,5,3|4|2|1,6,6,6,6,4|3|1|2,7,4,4,3,1|2|3,5,5,5,PPI_5|PPI_7|PPI_8,7,7,1,2|1|3,4,7,3|4|7|5|9|2|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_P|KM_P|KM_L|KM_CSR|KM_PA
3/6/2023 11:59,3/6/2023 12:14,0,129.215.52.12,100,917,1,3/6/2023 12:14,R_1rDpEowBsqGx1PL,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2196,1392,0,0,218.608,0,1,1,1,1,1,2,1,1,1,2,2,2,KM_P_9|KM_P_11|KM_P_7|KM_P_6|KM_P_12|KM_P_1|KM_P_10|KM_P_5|KM_P_3|KM_P_2|KM_P_8|KM_P_4,1,1,1,1,1|3|4|2,1,1,1,1,2|4|3|1,2,2,2,2,1|2|3,5,5,5,PPI_7|PPI_8|PPI_5,6,6,2,3|2|1,4,7,7|2|5|4|9|3|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)",KM_L|KM_P|KM_PA|KM_P|KM_CSR
3/10/2023 11:01,3/10/2023 11:16,0,129.215.52.7,100,879,1,3/10/2023 11:16,R_3M0zqHCQU19hGBF,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2149,1297,0,0,215.033,0,1,1,1,1,1,1,1,1,1,4,3,1,KM_P_1|KM_P_9|KM_P_6|KM_P_4|KM_P_12|KM_P_8|KM_P_5|KM_P_7|KM_P_2|KM_P_11|KM_P_3|KM_P_10,1,1,1,1,1|3|2|4,1,1,2,1,2|3|1|4,3,1,1,1,2|3|1,5,5,5,PPI_7|PPI_8|PPI_5,6,6,2,3|2|1,6,7,9|7|5|4|2|3|6,1,"SEPshort(adapted Lewandowski&Ackerman,2006)|IOS(Aronetal.,1992)|PPRMotive(adaptedReisetal.,2018;Gableetal2012)",KM_CSR|KM_L|KM_P|KM_PA|KM_P
3/10/2023 11:01,3/10/2023 11:18,0,129.215.52.12,100,1066,1,3/10/2023 11:18,R_33lpcPX5t67Ttqm,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2149,1298,0,0,213.391,0,1,1,1,1,2,1,1,1,1,4,3,1,KM_P_11|KM_P_4|KM_P_6|KM_P_8|KM_P_7|KM_P_12|KM_P_1|KM_P_5|KM_P_9|KM_P_2|KM_P_3|KM_P_10,1,2,1,2,2|1|4|3,2,2,2,2,1|2|3|4,5,3,1,1,3|2|1,5,4,5,PPI_5|PPI_7|PPI_8,6,6,1,1|3|2,6,7,4|7|3|5|2|9|6,1,"PPRMotive(adaptedReisetal.,2018;Gableetal2012)|IOS(Aronetal.,1992)|SEPshort(adapted Lewandowski&Ackerman,2006)",KM_P|KM_PA|KM_L|KM_CSR|KM_P
