StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent_1,Consent_2,Consent_3,Consent_4,Consent_5,Consent_6,Consent_7,IDs_1,IDs_2,KM_Timer_First Click,KM_Timer_Last Click,KM_Timer_Page Submit,KM_Timer_Click Count,KM_P_1,KM_P_2,KM_P_3,KM_P_10,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,PPI_5,PPI_7,PPI_8,PPRM_DO,IOS_Pre,SEP_Pre_1,SEP_Pre_2,SEP_Pre_3,SEP_Pre_DO,AttCheck,AttCheck_DO,PrevExp,FL_6_DO,"++KAMMUSTwoZickfeldetal.,2019_DO"
12/5/2022 17:03,12/5/2022 17:09,0,129.215.52.167,100,380,1,12/5/2022 17:09,R_31Eqt2XFyoR1ufQ,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2103,1206,0,0,180.865,0,3,1,3,1,1,4,3,1,1,2,1,1,KM_P_8|KM_P_7|KM_P_1|KM_P_2|KM_P_12|KM_P_10|KM_P_4|KM_P_11|KM_P_6|KM_P_3|KM_P_9|KM_P_5,1,1,2,1,2|3|4|1,1,4,1,1,1|4|2|3,3,3,2,2,3|2|1,5,5,5,PPI_7|PPI_8|PPI_5,4,7,5,1,3|2|1,3,7|3|2|5|4|9|6,1,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_CSR|KM_P|KM_PA|KM_L|KM_P
12/5/2022 17:03,12/5/2022 17:10,0,129.215.52.229,100,449,1,12/5/2022 17:10,R_3NILhkMGOQeNruH,,,,,55.9489,-3.1632,anonymous,EN,1,1,1,1,1,1,1,2103,1205,0,0,180.946,0,6,2,1,1,6,4,1,1,1,6,1,5,KM_P_2|KM_P_12|KM_P_3|KM_P_11|KM_P_7|KM_P_8|KM_P_6|KM_P_1|KM_P_5|KM_P_9|KM_P_10|KM_P_4,2,5,7,1,4|2|1|3,1,1,1,1,4|2|3|1,7,7,1,1,3|2|1,5,5,5,PPI_7|PPI_8|PPI_5,1,7,7,1,3|1|2,3,3|4|2|5|9|7|6,2,"PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006|IOS",KM_CSR|KM_PA|KM_P|KM_P|KM_L
1/20/2023 16:06,1/20/2023 16:12,0,129.215.52.12,100,408,1,1/20/2023 16:12,R_1Id4F8u0qr2QYpK,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2107,1214,0,0,181.539,0,2,1,2,2,5,5,4,2,2,5,5,4,KM_P_12|KM_P_4|KM_P_11|KM_P_6|KM_P_5|KM_P_8|KM_P_1|KM_P_10|KM_P_7|KM_P_9|KM_P_2|KM_P_3,2,4,4,2,2|3|1|4,4,4,3,3,1|3|4|2,6,6,5,5,3|2|1,5,5,5,PPI_8|PPI_7|PPI_5,5,6,6,1,2|1|3,3,2|7|9|4|3|5|6,1,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_PA|KM_P|KM_P|KM_L|KM_CSR
1/20/2023 16:06,1/20/2023 16:13,0,129.215.52.7,100,455,1,1/20/2023 16:13,R_ZDCL8EckS63jhst,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2107,1213,0,0,186.201,0,1,1,1,1,3,1,1,1,1,5,4,1,KM_P_6|KM_P_1|KM_P_2|KM_P_5|KM_P_9|KM_P_7|KM_P_11|KM_P_3|KM_P_12|KM_P_4|KM_P_8|KM_P_10,2,2,4,1,4|3|1|2,2,4,4,1,4|3|2|1,4,4,2,2,1|2|3,5,5,5,PPI_7|PPI_8|PPI_5,5,6,7,1,1|3|2,3,9|2|5|3|7|4|6,1,"PPRMotive(adaptedReisetal.,2018)|IOS|SEPshortadapted Lewandowski&Ackerman,2006",KM_P|KM_PA|KM_P|KM_CSR|KM_L
1/21/2023 13:02,1/21/2023 13:10,0,129.215.52.12,100,473,1,1/21/2023 13:10,R_3fdwvAlF4CNdOOS,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2105,1210,188.079,188.079,188.702,1,2,1,4,2,6,6,5,5,3,4,1,1,KM_P_9|KM_P_2|KM_P_6|KM_P_3|KM_P_10|KM_P_1|KM_P_11|KM_P_12|KM_P_4|KM_P_8|KM_P_5|KM_P_7,5,6,5,2,3|2|4|1,5,7,5,2,2|4|1|3,6,6,5,5,3|2|1,5,5,5,PPI_7|PPI_8|PPI_5,6,7,7,1,2|3|1,3,2|5|9|4|3|7|6,1,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_PA|KM_P|KM_CSR|KM_L|KM_P
1/21/2023 13:03,1/21/2023 13:11,0,129.215.52.7,100,492,1,1/21/2023 13:11,R_bvJSmcakfDrJm49,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2105,1209,0,0,181.95,0,1,1,1,1,5,6,1,1,3,5,4,2,KM_P_10|KM_P_12|KM_P_3|KM_P_4|KM_P_8|KM_P_7|KM_P_6|KM_P_2|KM_P_1|KM_P_11|KM_P_5|KM_P_9,4,4,4,5,3|2|1|4,4,4,7,4,3|2|1|4,6,6,5,5,2|3|1,5,5,5,PPI_7|PPI_8|PPI_5,6,7,7,1,1|3|2,3,4|9|2|5|7|3|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|IOS|PPRMotive(adaptedReisetal.,2018)",KM_PA|KM_CSR|KM_L|KM_P|KM_P
1/23/2023 15:03,1/23/2023 15:10,0,129.215.52.12,100,441,1,1/23/2023 15:11,R_2wHR7zpVhMb6Ec4,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2055,1110,11.881,11.881,185.475,1,5,1,2,2,6,7,5,5,4,7,6,6,KM_P_8|KM_P_6|KM_P_10|KM_P_3|KM_P_1|KM_P_4|KM_P_11|KM_P_9|KM_P_2|KM_P_12|KM_P_7|KM_P_5,6,7,7,7,4|3|2|1,6,5,6,5,1|4|2|3,7,6,6,6,2|3|1,5,4,5,PPI_7|PPI_8|PPI_5,5,6,6,2,1|3|2,3,3|5|2|9|7|4|6,2,"PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006|IOS",KM_PA|KM_CSR|KM_P|KM_P|KM_L
1/23/2023 15:03,1/23/2023 15:12,0,129.215.52.7,100,504,1,1/23/2023 15:12,R_DkH1617ExrfoNfb,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2055,1109,0,0,199.994,0,2,1,1,1,6,6,5,6,1,6,2,1,KM_P_1|KM_P_6|KM_P_3|KM_P_9|KM_P_7|KM_P_5|KM_P_8|KM_P_2|KM_P_12|KM_P_11|KM_P_4|KM_P_10,2,5,4,5,1|2|3|4,6,4,6,3,2|4|3|1,5,7,6,6,1|2|3,4,4,4,PPI_7|PPI_5|PPI_8,5,7,7,1,1|2|3,3,2|4|3|7|9|5|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_L|KM_P|KM_P|KM_PA|KM_CSR
1/24/2023 17:08,1/24/2023 17:15,0,129.215.52.12,100,425,1,1/24/2023 17:15,R_1oqeKJX1PIq83Y7,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2015,1030,0,0,183.299,0,1,1,1,1,5,1,1,1,1,7,3,1,KM_P_8|KM_P_1|KM_P_3|KM_P_4|KM_P_10|KM_P_6|KM_P_5|KM_P_9|KM_P_11|KM_P_2|KM_P_7|KM_P_12,1,1,1,1,3|1|2|4,5,3,6,3,1|4|3|2,7,6,3,3,2|3|1,5,5,5,PPI_7|PPI_5|PPI_8,6,5,6,1,1|3|2,3,2|9|4|5|3|7|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_P|KM_PA|KM_P|KM_CSR|KM_L
1/24/2023 17:08,1/24/2023 17:16,0,129.215.52.7,100,444,1,1/24/2023 17:16,R_2drLF2DoxX2PfuK,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2015,1029,0,0,181.776,0,1,1,6,5,6,7,1,1,1,3,2,2,KM_P_3|KM_P_8|KM_P_1|KM_P_5|KM_P_10|KM_P_9|KM_P_11|KM_P_12|KM_P_4|KM_P_7|KM_P_6|KM_P_2,7,3,7,4,2|4|3|1,3,5,7,2,1|3|2|4,7,7,7,7,1|2|3,5,5,5,PPI_5|PPI_7|PPI_8,5,7,7,1,1|2|3,3,7|5|9|4|3|2|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|IOS|PPRMotive(adaptedReisetal.,2018)",KM_L|KM_P|KM_CSR|KM_PA|KM_P
1/27/2023 12:02,1/27/2023 12:14,0,129.215.52.12,100,740,1,1/27/2023 12:14,R_e5M1z4DZGNodVzH,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2007,1014,0,0,180.219,0,3,1,1,1,6,5,3,1,2,7,5,4,KM_P_12|KM_P_6|KM_P_5|KM_P_2|KM_P_10|KM_P_3|KM_P_11|KM_P_4|KM_P_8|KM_P_7|KM_P_9|KM_P_1,6,6,5,5,3|4|2|1,4,3,5,1,1|4|3|2,6,7,6,6,3|2|1,5,5,5,PPI_5|PPI_7|PPI_8,5,7,7,1,3|2|1,3,9|5|3|4|7|2|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_PA|KM_P|KM_L|KM_P|KM_CSR
1/27/2023 12:01,1/27/2023 12:15,0,129.215.52.7,100,793,1,1/27/2023 12:15,R_bkkUKimyde1SKwF,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2007,1013,0,0,185.025,0,1,1,1,1,4,4,1,2,1,7,6,6,KM_P_8|KM_P_7|KM_P_12|KM_P_2|KM_P_10|KM_P_11|KM_P_4|KM_P_9|KM_P_3|KM_P_5|KM_P_1|KM_P_6,6,6,7,7,4|1|2|3,6,5,7,6,2|4|1|3,5,7,7,7,3|2|1,5,5,5,PPI_5|PPI_7|PPI_8,5,7,6,1,2|1|3,3,7|5|3|4|2|9|6,1,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_P|KM_PA|KM_CSR|KM_P|KM_L
1/27/2023 12:59,1/27/2023 14:17,0,129.215.52.12,100,4647,1,1/27/2023 14:17,R_8DncszCYdy0SgNj,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2069,1138,0,0,184.544,0,7,6,7,7,3,7,6,7,4,5,2,2,KM_P_7|KM_P_10|KM_P_1|KM_P_9|KM_P_8|KM_P_2|KM_P_12|KM_P_3|KM_P_4|KM_P_11|KM_P_5|KM_P_6,6,6,6,5,1|4|2|3,7,7,7,7,1|4|3|2,4,7,7,7,1|2|3,5,5,5,PPI_8|PPI_5|PPI_7,7,7,7,1,1|3|2,3,7|5|4|2|9|3|6,1,"IOS|PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006",KM_CSR|KM_L|KM_PA|KM_P|KM_P
1/27/2023 12:58,1/27/2023 14:17,0,129.215.52.7,100,4754,1,1/27/2023 14:17,R_AKVzkJmEi12BmjT,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2069,1137,0,0,194.856,0,1,1,5,4,3,2,3,3,1,5,3,1,KM_P_11|KM_P_10|KM_P_12|KM_P_9|KM_P_3|KM_P_4|KM_P_6|KM_P_7|KM_P_8|KM_P_1|KM_P_2|KM_P_5,4,5,5,2,3|2|4|1,3,3,3,3,1|3|4|2,5,5,3,2,2|1|3,5,5,5,PPI_5|PPI_7|PPI_8,7,6,6,2,1|3|2,3,3|2|7|5|9|4|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)|IOS",KM_PA|KM_CSR|KM_L|KM_P|KM_P
1/27/2023 16:18,1/27/2023 16:25,0,129.215.52.7,100,408,1,1/27/2023 16:25,R_eVYSlA5AF2WbQe5,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2005,1009,0,0,190.961,0,1,1,1,1,2,1,1,1,1,4,1,1,KM_P_1|KM_P_7|KM_P_9|KM_P_2|KM_P_3|KM_P_4|KM_P_10|KM_P_6|KM_P_11|KM_P_5|KM_P_8|KM_P_12,2,4,4,1,3|4|2|1,1,1,3,1,2|3|4|1,4,5,2,4,2|3|1,4,5,5,PPI_8|PPI_5|PPI_7,,7,6,1,2|3|1,3,2|4|9|7|5|3|6,1,"PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006|IOS",KM_P|KM_L|KM_P|KM_PA|KM_CSR
1/27/2023 16:18,1/27/2023 16:26,0,129.215.52.12,100,505,1,1/27/2023 16:26,R_3qjn0qY5QoOE65d,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2005,1010,0,0,181.586,0,7,5,6,6,5,5,6,1,5,6,4,2,KM_P_10|KM_P_6|KM_P_11|KM_P_8|KM_P_12|KM_P_9|KM_P_3|KM_P_5|KM_P_1|KM_P_4|KM_P_7|KM_P_2,5,5,5,4,4|3|1|2,7,4,7,5,4|1|2|3,7,7,7,7,2|1|3,4,5,5,PPI_7|PPI_5|PPI_8,5,6,6,1,1|3|2,3,2|4|9|5|7|3|6,1,"IOS|SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)",KM_PA|KM_P|KM_P|KM_CSR|KM_L
1/28/2023 13:05,1/28/2023 13:11,0,129.215.52.7,100,356,1,1/28/2023 13:11,R_ZHPsyDpoJq0PjEt,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2059,1117,0,0,181.608,0,4,2,1,1,6,4,3,2,1,7,6,4,KM_P_3|KM_P_11|KM_P_4|KM_P_8|KM_P_6|KM_P_7|KM_P_12|KM_P_10|KM_P_5|KM_P_9|KM_P_2|KM_P_1,5,6,6,6,3|1|2|4,4,5,6,6,3|1|4|2,7,7,6,6,1|2|3,5,5,5,PPI_5|PPI_7|PPI_8,6,6,6,2,2|3|1,3,2|5|9|3|7|4|6,1,"PPRMotive(adaptedReisetal.,2018)|IOS|SEPshortadapted Lewandowski&Ackerman,2006",KM_CSR|KM_PA|KM_L|KM_P|KM_P
1/28/2023 13:01,1/28/2023 13:15,0,129.215.52.12,100,849,1,1/28/2023 13:15,R_OBCOibVBDosCQsp,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2059,1118,32.325,32.325,189.412,1,1,1,3,1,5,5,1,1,1,4,5,5,KM_P_12|KM_P_3|KM_P_5|KM_P_11|KM_P_4|KM_P_8|KM_P_7|KM_P_10|KM_P_1|KM_P_2|KM_P_6|KM_P_9,6,6,6,6,1|3|2|4,4,4,5,4,4|3|2|1,5,5,4,5,3|1|2,5,5,5,PPI_5|PPI_7|PPI_8,6,7,7,1,3|1|2,3,5|3|2|7|9|4|6,1,"PPRMotive(adaptedReisetal.,2018)|SEPshortadapted Lewandowski&Ackerman,2006|IOS",KM_CSR|KM_PA|KM_P|KM_L|KM_P
1/30/2023 15:06,1/30/2023 15:14,0,129.215.52.7,100,508,1,1/30/2023 15:14,R_10PFbLs94c0zI3r,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2047,1093,85.78,90.748,185.916,2,5,3,5,1,3,4,5,5,2,3,5,6,KM_P_10|KM_P_1|KM_P_5|KM_P_3|KM_P_9|KM_P_4|KM_P_8|KM_P_2|KM_P_11|KM_P_7|KM_P_6|KM_P_12,4,5,7,6,4|1|2|3,4,2,5,3,4|2|1|3,6,7,6,6,2|1|3,5,5,5,PPI_7|PPI_8|PPI_5,4,7,6,2,2|3|1,3,2|7|9|5|3|4|6,2,"PPRMotive(adaptedReisetal.,2018)|IOS|SEPshortadapted Lewandowski&Ackerman,2006",KM_L|KM_CSR|KM_P|KM_P|KM_PA
1/30/2023 15:05,1/30/2023 15:14,0,129.215.52.12,100,555,1,1/30/2023 15:15,R_9G3LXuZBuPsOWEp,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2047,1094,0,0,186.533,0,1,1,6,5,6,6,5,6,1,5,1,1,KM_P_11|KM_P_10|KM_P_9|KM_P_2|KM_P_7|KM_P_12|KM_P_3|KM_P_1|KM_P_8|KM_P_4|KM_P_5|KM_P_6,2,6,6,3,4|1|3|2,4,4,1,1,3|4|1|2,5,7,7,7,3|1|2,4,4,5,PPI_8|PPI_5|PPI_7,6,7,6,2,1|3|2,3,9|5|3|2|7|4|6,1,"IOS|SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)",KM_L|KM_CSR|KM_PA|KM_P|KM_P
2/3/2023 12:39,2/3/2023 13:17,0,129.215.52.12,100,2272,1,2/3/2023 13:17,R_0rirDGTa39zgzDP,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2087,1174,0,0,204.508,0,1,1,1,1,1,1,1,1,1,3,2,1,KM_P_11|KM_P_7|KM_P_6|KM_P_2|KM_P_8|KM_P_3|KM_P_12|KM_P_4|KM_P_5|KM_P_10|KM_P_9|KM_P_1,1,1,1,1,1|4|2|3,1,1,3,1,3|2|4|1,5,4,1,1,1|3|2,5,5,5,PPI_8|PPI_7|PPI_5,7,7,6,1,2|1|3,3,7|2|5|9|3|4|6,1,"IOS|SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)",KM_PA|KM_P|KM_CSR|KM_P|KM_L
2/3/2023 12:46,2/3/2023 13:18,0,129.215.52.7,100,1882,1,2/3/2023 13:18,R_3Ez1CS0TriC5844,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2087,1173,0,0,204.275,0,6,3,1,1,4,4,4,4,4,7,1,5,KM_P_8|KM_P_1|KM_P_9|KM_P_5|KM_P_2|KM_P_10|KM_P_3|KM_P_11|KM_P_4|KM_P_7|KM_P_12|KM_P_6,7,7,7,7,3|2|4|1,6,6,6,6,4|1|2|3,6,6,6,6,3|2|1,5,5,5,PPI_5|PPI_7|PPI_8,7,7,7,1,2|1|3,3,9|5|7|4|3|2|6,1,"PPRMotive(adaptedReisetal.,2018)|IOS|SEPshortadapted Lewandowski&Ackerman,2006",KM_PA|KM_P|KM_P|KM_L|KM_CSR
2/3/2023 14:16,2/3/2023 14:31,0,129.215.52.12,100,914,1,2/3/2023 14:31,R_1hYL4Tu1Rg27dzv,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2051,1101,0,0,180.53,0,6,2,1,1,7,5,1,1,1,4,2,2,KM_P_1|KM_P_9|KM_P_7|KM_P_3|KM_P_10|KM_P_11|KM_P_8|KM_P_6|KM_P_5|KM_P_12|KM_P_4|KM_P_2,6,5,6,4,3|4|2|1,5,4,7,6,3|1|4|2,7,7,6,7,1|2|3,5,5,5,PPI_8|PPI_7|PPI_5,5,7,7,1,1|3|2,3,2|7|3|4|5|9|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|IOS|PPRMotive(adaptedReisetal.,2018)",KM_L|KM_CSR|KM_PA|KM_P|KM_P
2/3/2023 14:18,2/3/2023 14:33,0,129.215.52.7,100,892,1,2/3/2023 14:33,R_33gq8TVqOuUUqn3,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2051,1102,0,0,190.707,0,7,6,1,1,7,7,6,3,2,6,5,3,KM_P_10|KM_P_2|KM_P_3|KM_P_4|KM_P_9|KM_P_5|KM_P_7|KM_P_12|KM_P_6|KM_P_1|KM_P_11|KM_P_8,5,7,6,2,1|4|3|2,3,5,6,4,2|3|4|1,6,7,7,7,1|2|3,5,5,5,PPI_5|PPI_8|PPI_7,6,6,7,1,1|2|3,3,4|7|5|2|9|3|6,1,"PPRMotive(adaptedReisetal.,2018)|IOS|SEPshortadapted Lewandowski&Ackerman,2006",KM_L|KM_CSR|KM_P|KM_P|KM_PA
2/4/2023 12:05,2/4/2023 12:16,0,129.215.52.7,100,641,1,2/4/2023 12:16,R_1eDBMsGerrvwhH4,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2099,1197,0,0,186.703,0,6,3,2,1,6,6,5,1,2,5,1,2,KM_P_6|KM_P_3|KM_P_1|KM_P_8|KM_P_2|KM_P_10|KM_P_9|KM_P_5|KM_P_12|KM_P_4|KM_P_7|KM_P_11,5,4,4,3,1|2|3|4,5,7,6,6,1|4|2|3,7,7,5,5,3|1|2,5,5,5,PPI_5|PPI_7|PPI_8,4,7,7,1,2|1|3,3,5|2|9|4|7|3|6,1,"SEPshortadapted Lewandowski&Ackerman,2006|IOS|PPRMotive(adaptedReisetal.,2018)",KM_P|KM_L|KM_PA|KM_P|KM_CSR
2/4/2023 12:06,2/4/2023 12:18,0,129.215.52.12,100,705,1,2/4/2023 12:18,R_2ZZDcptTsXNu7Tq,,,,,55.9335,-3.254,anonymous,EN,1,1,1,1,1,1,1,2099,1198,0,0,190.792,0,2,1,5,2,5,5,1,1,1,3,1,1,KM_P_12|KM_P_5|KM_P_3|KM_P_11|KM_P_9|KM_P_1|KM_P_6|KM_P_4|KM_P_10|KM_P_8|KM_P_2|KM_P_7,7,7,7,7,2|1|3|4,6,7,6,4,3|1|4|2,7,7,5,6,3|2|1,5,5,5,PPI_7|PPI_5|PPI_8,5,7,7,1,1|2|3,3,5|7|2|9|4|3|6,2,"IOS|SEPshortadapted Lewandowski&Ackerman,2006|PPRMotive(adaptedReisetal.,2018)",KM_L|KM_PA|KM_CSR|KM_P|KM_P
